EMPLID,EMPL_RCD,EFFDT,EFFSEQ,PER_ORG,DEPTID,JOBCODE,POSITION_NBR,SUPERVISOR_ID,HR_STATUS,APPT_TYPE,MAIN_APPT_NUM_JPN,POSITION_OVERRIDE,POSN_CHANGE_RECORD,EMPL_STATUS,ACTION,ACTION_DT,ACTION_REASON,LOCATION,TAX_LOCATION_CD,JOB_ENTRY_DT,DEPT_ENTRY_DT,POSITION_ENTRY_DT,SHIFT,REG_TEMP,FULL_PART_TIME,COMPANY,PAYGROUP,BAS_GROUP_ID,ELIG_CONFIG1,ELIG_CONFIG2,ELIG_CONFIG3,ELIG_CONFIG4,ELIG_CONFIG5,ELIG_CONFIG6,ELIG_CONFIG7,ELIG_CONFIG8,ELIG_CONFIG9,BEN_STATUS,BAS_ACTION,COBRA_ACTION,EMPL_TYPE,HOLIDAY_SCHEDULE,STD_HOURS,STD_HRS_FREQUENCY,OFFICER_CD,EMPL_CLASS,SAL_ADMIN_PLAN,GRADE,GRADE_ENTRY_DT,STEP,STEP_ENTRY_DT,GL_PAY_TYPE,ACCT_CD,EARNS_DIST_TYPE,COMP_FREQUENCY,COMPRATE,CHANGE_AMT,CHANGE_PCT,ANNUAL_RT,MONTHLY_RT,DAILY_RT,HOURLY_RT,ANNL_BENEF_BASE_RT,SHIFT_RT,SHIFT_FACTOR,CURRENCY_CD,BUSINESS_UNIT,SETID_DEPT,SETID_JOBCODE,SETID_LOCATION,SETID_SALARY,SETID_EMPL_CLASS,REG_REGION,DIRECTLY_TIPPED,FLSA_STATUS,EEO_CLASS,FUNCTION_CD,TARIFF_GER,TARIFF_AREA_GER,PERFORM_GROUP_GER,LABOR_TYPE_GER,SPK_COMM_ID_GER,HOURLY_RT_FRA,ACCDNT_CD_FRA,VALUE_1_FRA,VALUE_2_FRA,VALUE_3_FRA,VALUE_4_FRA,VALUE_5_FRA,CTG_RATE,PAID_HOURS,PAID_FTE,PAID_HRS_FREQUENCY,UNION_FULL_PART,UNION_POS,MATRICULA_NBR,SOC_SEC_RISK_CODE,UNION_FEE_AMOUNT,UNION_FEE_START_DT,UNION_FEE_END_DT,EXEMPT_JOB_LBR,EXEMPT_HOURS_MONTH,WRKS_CNCL_FUNCTION,INTERCTR_WRKS_CNCL,CURRENCY_CD1,PAY_UNION_FEE,UNION_CD,BARG_UNIT,UNION_SENIORITY_DT,ENTRY_DATE,LABOR_AGREEMENT,EMPL_CTG,EMPL_CTG_L1,EMPL_CTG_L2,SETID_LBR_AGRMNT,WPP_STOP_FLAG,LABOR_FACILITY_ID,LBR_FAC_ENTRY_DT,LAYOFF_EXEMPT_FLAG,LAYOFF_EXEMPT_RSN,GP_PAYGROUP,GP_DFLT_ELIG_GRP,GP_ELIG_GRP,GP_DFLT_CURRTTYP,CUR_RT_TYPE,GP_DFLT_EXRTDT,GP_ASOF_DT_EXG_RT,ADDS_TO_FTE_ACTUAL,CLASS_INDC,ENCUMB_OVERRIDE,FICA_STATUS_EE,FTE,PRORATE_CNT_AMT,PAY_SYSTEM_FLG,BORDER_WALKER,LUMP_SUM_PAY,CONTRACT_NUM,JOB_INDICATOR,WRKS_CNCL_ROLE_CHE,BENEFIT_SYSTEM,WORK_DAY_HOURS,REPORTS_TO,FORCE_PUBLISH,JOB_DATA_SRC_CD,ESTABID,SUPV_LVL_ID,SETID_SUPV_LVL,ABSENCE_SYSTEM_CD,POI_TYPE,HIRE_DT,LAST_HIRE_DT,TERMINATION_DT,ASGN_START_DT,LST_ASGN_START_DT,ASGN_END_DT,LDW_OVR,LAST_DATE_WORKED,EXPECTED_RETURN_DT,EXPECTED_END_DATE,AUTO_END_FLG,LASTUPDDTTM,LASTUPDOPRID
KUL912,0,1/1/1980,0,EMP,42000,290055, , ,A,0,0,N,N,A,HIR,5/24/2002, ,KUNY00,KUNY00,1/1/1980,1/1/1980,,N,R,F,GBI,KL8, , , , , , , , , , ,A, , ,S,KU01,40,W,N, ,KU01,001,1/1/1980,0,, , ,N,M,1750,0,0,21000,1750,80.769,10.096154,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,1/1/1980,1/1/1980,,1/1/1980,1/1/1980,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KU0076,0,2/23/1994,0,EMP,13000,140035,19000071,KU0007,A,0,0,Y,N,A,HIR,4/27/2000, ,KUDE00,KUKS00,2/23/1994,2/23/1994,2/23/1994,N,R,P,GBI,KU4,KU1, , , , , , , , , ,A,HIR, ,H,KU01,40,W,N, ,KU01,005,2/23/1994,1,2/23/1994, , ,N,M,3166.666667,0,0,38000,3166.667,146.154,18.269231,0,0,0,USD,US005,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, ,KU02,,2/23/1994,K00001, , , ,USA,N,K00001,2/23/1994,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0,N,NA,N,N, ,P, ,BA,0, ,, ,KU001, , ,OT, ,2/23/1994,2/23/1994,,2/23/1994,2/23/1994,,N,,,,N,2/27/2015 5:53:53.000000 PM,SAMPLE
KULG14,0,1/1/2000,0,EMP,22000,770045, , ,A,0,0,N,N,A,HIR,10/11/2004, ,KUNJ00,KUNY00,1/1/2000,1/1/2000,,N,R,F,GBI,KLN, , , , , , , , , , ,A, , ,S,NONE,40,W,N, ,KU01,006,1/1/2000,0,, , ,N,W,1923.076923,0,0,100000,8333.333,384.615,48.076923,0,0,0,USD,US006,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KU001, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/11/2004 8:16:03.000000 PM,SAMPLE
KALD08,1,1/1/2000,0,EMP,53000,290070, , ,A,0,1,N,N,A,HIR,10/12/2004, ,KANSW1, ,1/1/2000,1/1/2000,,N,R,P,KAM, , , , , , , , , , , ,A, , ,N,KANSW1,10,W,N, ,KA01,002,1/1/2000,0,, , ,N,M,650,0,0,7800,650,30,15,0,0,0,AUD,AUS01,AUS01,AUS01,AUS01,AUS01, ,AUS,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KALM08,Y, ,Y, ,Y, ,N,C,N,N,0.25,N,GP,N,N, ,S, ,OT,0, ,, , , , ,AM, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/12/2004 9:20:37.000000 AM,SAMPLE
KALB08,0,1/1/2000,0,EMP,55000,160000, , ,A,0,0,N,N,A,HIR,10/12/2004, ,KAVIC1, ,1/1/2000,1/1/2000,,N,R,F,KAM, , , , , , , , , , , ,A, , ,N,KANSW1,38,W,N, ,KATL,001,1/1/2000,1,1/1/2000, , ,N,M,2083.033333,0,0,24996.4,2083.033,96.14,12.65,0,0,0,AUD,AUS01,AUS01,AUS01,AUS01,AUS01, ,AUS,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,KAM, ,,, , , , , ,N, ,,N, ,KALM08,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/12/2004 3:39:00.000000 AM,SAMPLE
KGCC10,0,6/28/2001,0,EMP,21200,770045, , ,A,0,0,N,N,A,HIR,6/28/2001, ,KG03, ,6/28/2001,6/28/2001,,N,R,F,KG1, , , , , , , , , , , ,A, , ,N,KGEN,40,W,N, , , ,,0,, , ,N,M,2850,0,0,34200,2850,131.538,16.442308,0,0,0,GBP,GBR02,GBR01,GBR01,GBR01,GBR01, ,GBRWA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,GBR01,N, ,,N, ,GG STD M01,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,6/28/2001,6/28/2001,,6/28/2001,6/28/2001,,N,,,,N,5/5/2004 12:00:00.000000 AM,SAMPLE
K0HU10,1,1/1/2003,0,EMP,14000,740010, , ,A,0,1,N,N,A,HIR,7/26/2004, ,KUNY00,E001,1/1/2003,1/1/2003,,N,R,P,GBI,KUY, , , , , , , , , , ,A,HIR, ,H,KU01,20,W,N, ,KUH1,3,1/1/2003,2,1/1/2003, , ,N,M,3120,0,0,37440,3120,144,36,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, ,KU02,,1/1/2003,K00001,PT, , ,USA,N,K00001,1/1/2003,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0.5,N,NA,N,N, ,S, ,BA,0, ,, ,KU001, , ,OT, ,1/1/2003,1/1/2003,,1/1/2003,1/1/2003,,N,,,,N,7/26/2004 5:23:20.000000 PM,SAMPLE
K0MTX005,0,1/1/2003,0,EMP,13000,290060, ,KU0007,A,0,0,N,N,A,HIR,4/4/2003, ,KUDE00,KUDE00,1/1/2003,1/1/2003,,N,R,F,GBI,KUX, , , , , , , , , , ,A, , ,H,KU01,40,W,N, ,KU01,002,1/1/2003,0,, , ,N,M,1633.333333,0,0,19600,1633.333,75.385,9.423077,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,1/1/2003,1/1/2003,,1/1/2003,1/1/2003,,N,,,,N,8/8/2006 10:12:11.000000 PM,SAMPLE
KUL913,0,4/1/1990,0,EMP,42000,290055, , ,A,0,0,N,N,A,PAY,5/24/2002,MER,KUNY00,KUNY00,1/1/1980,1/1/1980,,N,R,F,GBI,KL8, , , , , , , , , , ,A, , ,S,KU01,40,W,N, ,KU01,001,1/1/1980,0,, , ,N,M,2000,125,6.667,24000,2000,92.308,11.538462,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,1/1/1980,1/1/1980,,1/1/1980,1/1/1980,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KU0113,1,8/1/1999,0,EMP,11000,600100,19000029, ,A,0,1,N,N,A,HIR,6/21/2000,TMP,KUCA00,KUOH00,8/1/1999,8/1/1999,8/1/1999,N,R,F,GBI,KU4,KU1, , , , , , , , , ,A,HIR, ,S,KU01,20,W,N, , , ,,0,, , ,N,M,7000,0,0,84000,7000,323.077,80.769231,25000,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,M,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,E,0.5,N,NA, ,N, ,S, ,BA,0,19000210,, ,KU001, , ,OT, ,8/1/1999,8/1/1999,,8/1/1999,8/1/1999,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KJLC13,0,1/1/2003,0,EMP,10000,820055, , ,A,0,0,N,N,A,HIR,2/1/2005, ,KJ01, ,1/1/2003,1/1/2003,,N,R,F,KJ1, , , , , , , , , , , ,A, , ,N,KJ01,40,W,N, ,KJ11,02,1/1/2003,3,1/1/2003, , ,N,JM,300000,0,0,3600000,300000,13846.154,1730.769231,0,0,0,JPY,JPN01,JPN01,JPN01,JPN01,JPN01, ,JPN,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KJLM13,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,1/1/2003,1/1/2003,,1/1/2003,1/1/2003,,N,,,,N,2/1/2005 8:58:33.000000 PM,SAMPLE
KCLM02,0,1/1/2000,0,EMP,10500,820005, ,KUZ009,A,0,0,N,N,A,HIR,10/10/2004, ,KCAB00,KCAB00,1/1/2000,1/1/2000,,N,R,F,GBI,KL4, , , , , , , , , , ,A, , ,S,KC01,40,W,N, ,KC01,006,1/1/2000,0,, , ,N,M,6000,0,0,72000,6000,276.923,34.615385,0,0,0,CAD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,CAN,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,PI,N,N, ,P, ,BN,0, ,, , , , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/10/2004 4:26:42.000000 PM,SAMPLE
KWG037,0,1/1/2001,0,EMP,10000,600045, ,KWG004,A,0,0,N,N,A,DTA,9/11/2001, ,KW01, ,2/5/1998,2/5/1998,,N,R,F,KW1, , , , , , , , , , , ,A, , ,N,KWZH,40,W,N, ,KW01,G1,2/5/1998,1,2/5/1998, , ,N,M,7000,7000,0,84000,7000,323.077,40.384615,0,0,0,CHF,CHE01,CHE01,CHE01,CHE01,CHE01, ,CHE,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,CHE,N, ,,N, ,KW11,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,2/5/1998,2/5/1998,,2/5/1998,2/5/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM,SAMPLE
KUV033,0,12/31/2007,0,EMP,16600,170005, ,KUV031,A,0,0,N,N,A,PAY,7/1/2009,MER,KUV,KUV,1/1/2000,1/1/2000,,N,R,F,KUV,KU1, , , , , , , , , , ,A, , ,S,KU01,40,W,N, ,KUV, ,,0,, , ,N,A,36077.75392,1050.80976,3,36077.754,3006.479,138.761,17.345074,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KUV, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,7/1/2009 6:22:53.000000 PM,SAMPLE
KUV316,0,1/1/2000,0,EMP,99999,420025, ,KUV001,A,0,0,N,N,A,HIR,3/24/2009, ,KUV,KUV,1/1/2000,1/1/2000,,N,R,F,KUV,KU1, , , , , , , , , , ,A, , ,S,KU01,40,W,D, ,KUV, ,,0,, , ,N,A,114000,0,0,114000,9500,438.462,54.807692,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,E,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KUV, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,3/24/2009 10:23:08.000000 PM,SAMPLE
KT0003,0,6/1/2006,0,EMP,2150,79000, ,KT0018,A,0,0,N,N,A,DEM,11/6/2008,RED,KTHO01, ,1/1/1990,1/1/1990,,N,R,F,KTB, , , , , , , , , , , ,A, , ,N, ,40,W,N, ,KT03,001,1/1/1990,0,, , ,N,M,48000,-2000,-4,576000,48000,2215.385,276.923077,0,0,0,THB,THA01,THA01,THA01,THA01,THA01, ,THA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KTWHMACM,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,,000, , , ,AM, ,1/1/1990,1/1/1990,,1/1/1990,1/1/1990,,N,,,,N,11/6/2008 2:28:04.000000 PM,PPLSOFT
KWG119,0,9/1/2005,0,EMP,20200,10-002, ,KWG034,A,0,0,N,N,A,HIR,8/11/2006, ,KW03, ,9/1/2005,9/1/2005,,N,R,F,KW2, , , , , , , , , , , ,A, , ,N,CLU,40,W,N,ZL,KW01,235,9/1/2005,0,, , ,N,M,0,0,0,0,0,0,0,0,0,0,CHF,CHE01,CHE01,CHE01,CHE01,CHE01,CHE,CHE,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KW21,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N,0001,P, ,OT,0, ,, , , , ,AM, ,9/1/2005,9/1/2005,,9/1/2005,9/1/2005,,N,,,,N,11/30/2012 2:58:29.000000 AM,SAMPLE
KZ0003,0,6/1/2001,0,EMP,21500,770045, , ,A,0,0,N,N,A,PAY,6/18/2001,MER,KZWEL1, ,2/10/1987,2/10/1987,,N,R,F,KZB, , , , , , , , , , , ,A, , ,S,KZNZL,40,W,N, ,KZ01,004,2/10/1987,0,, , ,N,M,5416.666667,500,10.169,65000,5416.667,250,31.25,0,0,0,NZD,NZL01,NZL01,NZL01,NZL01,NZL01, ,NZL,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,NZL,N, ,6/1/2001,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,OT,N,N, ,P, ,OT,0, ,, , , , ,OT, ,2/10/1987,2/10/1987,,2/10/1987,2/10/1987,,N,,,,N,5/5/2004 12:00:00.000000 AM,SAMPLE
KN0003,0,10/1/1997,0,EMP,13000,600085,19220008, ,A,0,0,N,N,A,PRO,6/20/2000,OPR,KN02, ,10/1/1997,10/1/1997,10/1/1997,N,R,F,KN1,KN1, , , , , , , , , , ,A,PRO, ,S,KN01,40,W,N, ,KN01, ,10/1/1997,0,, , ,N,M,9125,1125,14.063,109500,9125,421.154,52.644231,0,0,0,NLG,NLD01,NLD01,NLD01,NLD01,NLD01, ,NLD,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N, ,1,N,PI,N,N,19220001,P, ,BN,0,19220008,, , , , ,OT, ,10/14/1990,10/14/1990,,10/14/1990,10/14/1990,,N,,,,N,8/25/2006 7:26:10.000000 AM,SAMPLE
KU0108,0,5/10/2000,0,EMP,63000,330020,19000099, ,A,0,0,N,N,L,LOA,7/26/2000,EDU,KUIL00,KUNV00,7/5/1999,7/5/1999,7/5/1999,N,R,F,GBI,KU6,KU1, , , , , , , , , ,L,LOA, ,H,KU01,40,W,N, ,KU01,003,7/5/1999,0,, , ,N,B,1846.4,0,0,48006.4,4000.533,184.64,23.08,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0, ,, ,KU001, , ,OT, ,7/5/1999,7/5/1999,,7/5/1999,7/5/1999,,N,5/9/2000,,,N,5/5/2004 12:00:00.000000 AM, 
KCD003,0,1/1/2002,0,EMP,10000,130025, ,KCD007,A,0,0,N,N,A,HIR,7/19/2002,NPS,KCON00,KCON00,1/1/2002,1/1/2002,,N,R,F,GBI,KC4,KC1, , , , , , , , , ,A,HIR, ,S,KU01,40,W,N, ,KC01,004,1/1/2002,0,, , ,N,M,1901.885489,0,0,22822.626,1901.885,87.779,10.972416,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,CAN,N,P,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0, ,, , , , ,OT, ,1/1/2002,1/1/2002,,1/1/2002,1/1/2002,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KALK15,0,1/1/2000,0,EMP,56000,950005, , ,A,0,0,N,N,A,HIR,10/12/2004, ,KANSW1, ,1/1/2000,1/1/2000,,N,R,F,KAM, , , , , , , , , , , ,A, , ,N,KANSW1,40,W,N, ,KA01,001,1/1/2000,1,1/1/2000, , ,N,M,1666.669,0,0,20000.028,1666.669,76.923,9.615398,0,0,0,AUD,AUS01,AUS01,AUS01,AUS01,AUS01, ,AUS,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,KAU, ,,, , , , , ,N, ,,N, ,KALM15,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/12/2004 3:56:40.000000 PM,SAMPLE
K0W050,0,1/1/2008,0,EMP,56000,910005, ,K0W006,A,0,0,N,N,A,HIR,9/2/2008, ,KUCA00,KUCA00,1/1/2008,1/1/2008,,N,R,F,GBI,K01, , , , , , , , , , ,A, , ,H,KU01,40,W,N, ,KU01, ,,0,, , ,N,M,3000,0,0,36000,3000,138.462,17.307692,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,K0WPG PNA3,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KU001, , ,AM, ,1/1/2008,1/1/2008,,1/1/2008,1/1/2008,,N,,,,N,10/14/2008 7:39:57.000000 PM,SAMPLE
KW0001,0,12/6/1998,0,EMP,10200,350000, , ,A,0,0,N,N,A,HIR,6/30/2000, ,KW01, ,12/6/1998,12/6/1998,,N,R,F,KW1, , , , , , , , , , , ,A,HIR, ,S,KWZH,40,W,N, ,KW01,E1,12/6/1998,1,12/6/1998, , ,N,M,20000,0,0,240000,20000,923.077,115.384615,0,0,0,CHF,CHE01,CHE01,CHE01,CHE01,CHE01, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,OT, ,N, ,P, ,BN,0, ,, , , , ,OT, ,12/6/1998,12/6/1998,,12/6/1998,12/6/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KNG007,0,9/1/1998,0,EMP,43000,820000, ,KNG004,A,0,0,N,N,A,HIR,7/2/2002, ,KN06, ,9/1/1998,9/1/1998,,N,R,F,KN2, , , , , , , , , , , ,A, , ,N, ,40,W,N, , , ,,0,, , ,N,M,0,0,0,0,0,0,0,0,0,0,USD,NLD02,NLD02,NLD01,NLD01, , ,NLD,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KNMONTH,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,9/1/1998,9/1/1998,,9/1/1998,9/1/1998,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KWLA02,0,1/1/2004,0,EMP,21600,310005,19320006, ,A,0,0,Y,N,A,HIR,1/27/2005, ,KW03, ,1/1/2004,1/1/2004,1/1/2004,N,R,F,KW1, , , , , , , , , , , ,A, , ,N,KWZH,40,W,N, ,KW01,G3,1/1/2004,0,, , ,N,A,150000,0,0,150000,12500,576.923,72.115385,0,0,0,CHF,CHE01,CHE01,CHE01,CHE01,CHE01, ,CHE,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KWLM02,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0,19320002,, , , , ,AM, ,1/1/2004,1/1/2004,,1/1/2004,1/1/2004,,N,,,,N,1/27/2005 12:20:48.000000 PM,SAMPLE
KUV330,0,1/1/2000,0,CWR,66666,310015, ,KUV085,A,0,0,N,N,A,ADD,3/31/2009, ,KUV,KUV,1/1/2000,1/1/2000,,N,R,F,KUV,KU1, , , , , , , , , , ,A,ADD, ,S,KU01,40,W,N, ,KUV, ,,0,, , ,N,M,4333.333333,0,0,52000,4333.333,200,25,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KUV, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,4/9/2009 12:10:31.000000 PM,SAMPLE
KU0201,0,1/1/2006,0,EMP,27000,770005,10000005, ,A,0,0,N,N,A,DTA,6/21/2007, ,KUOK00,KUOH04,1/1/1990,1/1/1990,1/1/1990,N,R,F,GBI,PB2, , , , , , , , , , ,A,DTA, ,H,KU01,40,W,N, ,KU01,004,1/1/1990,0,, , ,N,M,2773.333333,0,0,33280,2773.333,128,16,0,1,0.1,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0,10000004,,000, , , ,OT, ,1/1/1990,1/1/1990,,1/1/1990,1/1/1990,,N,,,,N,6/21/2007 1:04:54.000000 PM,SAMPLE
KEG007,0,1/1/2000,0,EMP,20000,310005, , ,A,0,0,N,N,A,PSF,7/27/2001, ,KE01, ,1/3/1994,1/3/1994,,N,R,F,KE1, , , , , , , , , , , ,A, , ,N,KE01,40,W,N, ,KE01,001,1/1/2000,2,1/1/2000, , ,N,M,320833.333334,0,0,3850000,275000,14807.692,1850.961538,0,0,0,ESP,ESP01,ESP01,ESP01,ESP01,ESP01, ,ESP,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,7,113,0,,,N,0, , ,USD,N, , ,,1/3/1994,KE01,32, , ,ESP,N, ,,N, ,KE01,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N,5007,P, ,OT,0, ,, ,KE01, , ,AM, ,1/3/1994,1/3/1994,,1/3/1994,1/3/1994,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
